ProdutoID,Nome_Produto,Categoria,Subcategoria,Marca,Custo_Unit,Preco_Lista,Ativo,Data_Lancamento
P000301,Produto P000301,Higiene,Desodorantes,EcoVida,13.18,17.7,True,2022-06-11
P000302,Produto P000302,Bebidas,Sucos,EcoVida,10.59,13.45,True,2024-04-12
P000303,Produto P000303,Mercearia,Molhos,EcoVida,3.4,5.25,True,2023-11-07
P000304,Produto P000304,Higiene,Sabonetes,Nordic,11.0,19.49,True,2023-04-01
P000305,Produto P000305,Bebidas,Águas,Nordic,10.19,17.93,True,2023-11-30
P000306,Produto P000306,Bebidas,Energéticos,SulMax,8.36,10.97,True,2024-03-28
P000307,Produto P000307,Mercearia,Café/Chá,Prime+,5.61,8.89,True,2024-06-29
P000308,Produto P000308,Bebidas,Refrigerantes,Acme,6.18,8.31,True,2023-03-12
P000309,Produto P000309,Limpeza,Amaciantes,ValeVerde,4.28,5.69,True,2024-06-05
P000310,Produto P000310,Frios & Laticínios,Queijos,Acme,8.94,14.78,True,2023-08-09
P000311,Produto P000311,Bebidas,Sucos,Prime+,7.61,13.3,True,2023-07-31
P000312,Produto P000312,Mercearia,Molhos,ValeVerde,10.95,15.87,True,2024-03-16
P000313,Produto P000313,Bebidas,Cervejas,Acme,10.43,17.1,True,2025-07-06
P000314,Produto P000314,Mercearia,Molhos,Prime+,5.02,6.6,False,2024-11-08
P000315,Produto P000315,Higiene,Fraldas,EcoVida,17.85,26.3,True,2023-11-22
P000316,Produto P000316,Higiene,Shampoo,Acme,8.98,11.74,True,2023-03-14
P000317,Produto P000317,Bebidas,Águas,Prime+,5.98,9.43,True,2024-03-23
P000318,Produto P000318,Limpeza,Esponjas,Nordic,9.72,13.28,True,2024-09-22
P000319,Produto P000319,Frios & Laticínios,Manteiga,Nordic,14.22,20.29,True,2023-02-08
P000320,Produto P000320,Limpeza,Desinfetantes,Acme,21.68,30.79,True,2023-11-05
P000321,Produto P000321,Higiene,Pasta de dente,Prime+,14.84,22.96,True,2022-01-27
P000322,Produto P000322,Mercearia,Massas,TopBrasil,6.48,9.65,True,2024-10-30
P000323,Produto P000323,Higiene,Shampoo,Prime+,5.25,7.35,False,2023-10-11
P000324,Produto P000324,Bebidas,Sucos,SulMax,8.43,14.99,True,2023-02-17
P000325,Produto P000325,Bebidas,Águas,Acme,9.24,11.7,True,2024-06-16
P000326,Produto P000326,Bebidas,Sucos,RioDoce,22.71,32.08,True,2024-04-24
P000327,Produto P000327,Frios & Laticínios,Iogurtes,EcoVida,32.89,57.23,True,2022-01-18
P000328,Produto P000328,Bebidas,Sucos,Acme,7.55,10.96,True,2022-08-06
P000329,Produto P000329,Limpeza,Desinfetantes,Prime+,5.06,8.66,True,2023-07-30
P000330,Produto P000330,Limpeza,Amaciantes,RioDoce,14.23,19.05,True,2023-08-25
P000331,Produto P000331,Bebidas,Sucos,SulMax,4.46,6.14,True,2022-11-03
P000332,Produto P000332,Frios & Laticínios,Requeijão,ValeVerde,6.86,9.95,False,2024-12-21
P000333,Produto P000333,Limpeza,Esponjas,SulMax,6.27,11.28,True,2023-06-15
P000334,Produto P000334,Limpeza,Esponjas,EcoVida,8.52,15.02,True,2023-12-30
P000335,Produto P000335,Mercearia,Molhos,EcoVida,2.54,4.27,True,2023-08-25
P000336,Produto P000336,Mercearia,Café/Chá,Acme,7.27,10.86,True,2022-03-02
P000337,Produto P000337,Frios & Laticínios,Requeijão,Acme,11.51,16.79,True,2025-01-09
P000338,Produto P000338,Limpeza,Lava-roupas,Acme,15.13,21.79,True,2022-01-26
P000339,Produto P000339,Mercearia,Snacks,ValeVerde,11.27,18.95,True,2022-09-15
P000340,Produto P000340,Higiene,Sabonetes,Nordic,3.54,5.56,True,2023-07-28
P000341,Produto P000341,Bebidas,Águas,TopBrasil,6.51,10.37,True,2024-01-31
P000342,Produto P000342,Bebidas,Águas,Acme,8.81,15.5,True,2024-10-15
P000343,Produto P000343,Higiene,Fraldas,Acme,6.61,11.47,True,2025-03-20
P000344,Produto P000344,Limpeza,Lava-roupas,TopBrasil,13.28,19.12,True,2023-09-07
P000345,Produto P000345,Frios & Laticínios,Leite,SulMax,18.14,29.53,True,2024-01-01
P000346,Produto P000346,Limpeza,Detergentes,RioDoce,10.62,15.75,True,2024-03-18
P000347,Produto P000347,Bebidas,Águas,EcoVida,5.42,8.06,True,2025-05-08
P000348,Produto P000348,Frios & Laticínios,Iogurtes,SulMax,31.31,40.09,True,2024-03-31
P000349,Produto P000349,Higiene,Pasta de dente,RioDoce,3.91,6.05,True,2025-02-03
P000350,Produto P000350,Limpeza,Lava-roupas,Prime+,8.42,14.57,True,2023-11-28
P000351,Produto P000351,Higiene,Pasta de dente,Acme,14.8,24.7,True,2024-08-13
P000352,Produto P000352,Mercearia,Café/Chá,ValeVerde,22.89,37.26,True,2024-09-21
P000353,Produto P000353,Bebidas,Energéticos,TopBrasil,3.55,5.33,True,2024-02-17
P000354,Produto P000354,Limpeza,Amaciantes,TopBrasil,4.95,7.43,True,2025-07-15
P000355,Produto P000355,Frios & Laticínios,Queijos,SulMax,9.95,17.25,True,2024-04-23
P000356,Produto P000356,Limpeza,Detergentes,Nordic,5.66,9.05,True,2024-01-28
P000357,Produto P000357,Frios & Laticínios,Manteiga,SulMax,15.45,19.38,True,2025-04-20
P000358,Produto P000358,Frios & Laticínios,Queijos,Nordic,8.69,12.28,True,2023-08-28
P000359,Produto P000359,Limpeza,Esponjas,Acme,20.82,32.17,True,2024-11-08
P000360,Produto P000360,Bebidas,Energéticos,Acme,13.06,18.22,True,2023-02-28
P000361,Produto P000361,Bebidas,Cervejas,ValeVerde,18.86,32.75,True,2023-04-23
P000362,Produto P000362,Limpeza,Lava-roupas,SulMax,13.15,22.34,True,2023-02-18
P000363,Produto P000363,Higiene,Desodorantes,RioDoce,14.28,25.47,True,2023-10-10
P000364,Produto P000364,Frios & Laticínios,Queijos,TopBrasil,21.94,33.48,False,2022-10-22
P000365,Produto P000365,Frios & Laticínios,Leite,Nordic,10.45,13.62,True,2025-06-14
P000366,Produto P000366,Bebidas,Sucos,Prime+,4.74,8.03,True,2022-08-22
P000367,Produto P000367,Frios & Laticínios,Manteiga,Prime+,7.72,13.6,True,2025-06-02
P000368,Produto P000368,Higiene,Pasta de dente,TopBrasil,6.74,9.65,True,2023-06-07
P000369,Produto P000369,Frios & Laticínios,Requeijão,EcoVida,6.5,11.44,True,2025-06-08
P000370,Produto P000370,Bebidas,Refrigerantes,Acme,10.55,14.96,True,2022-11-28
P000371,Produto P000371,Bebidas,Cervejas,TopBrasil,5.51,9.69,True,2023-12-11
P000372,Produto P000372,Bebidas,Cervejas,EcoVida,10.51,13.96,True,2025-04-07
P000373,Produto P000373,Higiene,Pasta de dente,Acme,12.01,15.54,True,2022-08-21
P000374,Produto P000374,Frios & Laticínios,Queijos,Nordic,11.99,18.97,True,2023-06-17
P000375,Produto P000375,Bebidas,Cervejas,SulMax,18.52,28.98,True,2025-06-04
P000376,Produto P000376,Higiene,Sabonetes,RioDoce,8.77,11.82,True,2023-05-23
P000377,Produto P000377,Limpeza,Esponjas,Prime+,4.16,6.8,True,2023-09-24
P000378,Produto P000378,Higiene,Fraldas,Nordic,9.85,16.53,True,2022-10-13
P000379,Produto P000379,Higiene,Desodorantes,SulMax,20.6,31.56,True,2022-11-16
P000380,Produto P000380,Mercearia,Snacks,Prime+,7.18,12.63,True,2022-05-06
P000381,Produto P000381,Higiene,Fraldas,RioDoce,9.64,16.44,True,2025-02-28
P000382,Produto P000382,Mercearia,Snacks,TopBrasil,13.7,24.37,True,2024-11-22
P000383,Produto P000383,Frios & Laticínios,Leite,EcoVida,6.17,11.01,True,2024-04-21
P000384,Produto P000384,Frios & Laticínios,Iogurtes,ValeVerde,5.61,9.63,True,2022-06-04
P000385,Produto P000385,Higiene,Desodorantes,Prime+,7.13,10.87,True,2022-11-21
P000386,Produto P000386,Frios & Laticínios,Requeijão,RioDoce,17.98,24.45,True,2023-01-31
P000387,Produto P000387,Bebidas,Energéticos,Acme,6.57,9.4,True,2023-12-21
P000388,Produto P000388,Limpeza,Amaciantes,Nordic,9.46,16.23,True,2024-03-05
P000389,Produto P000389,Frios & Laticínios,Leite,EcoVida,15.38,27.66,True,2023-06-25
P000390,Produto P000390,Higiene,Desodorantes,Prime+,9.2,15.98,True,2023-11-05
P000391,Produto P000391,Limpeza,Detergentes,SulMax,6.28,8.08,True,2022-03-24
P000392,Produto P000392,Bebidas,Energéticos,Acme,14.09,25.27,True,2022-08-17
P000393,Produto P000393,Limpeza,Lava-roupas,Nordic,9.28,13.26,True,2022-09-25
P000394,Produto P000394,Limpeza,Desinfetantes,Nordic,3.8,4.94,True,2025-03-01
P000395,Produto P000395,Higiene,Shampoo,Prime+,20.3,36.43,True,2023-02-26
P000396,Produto P000396,Mercearia,Molhos,Acme,11.2,18.1,True,2023-08-07
P000397,Produto P000397,Mercearia,Snacks,SulMax,13.5,21.22,True,2022-02-28
P000398,Produto P000398,Frios & Laticínios,Manteiga,TopBrasil,16.7,25.45,True,2023-01-29
P000399,Produto P000399,Higiene,Pasta de dente,Prime+,5.46,7.76,True,2023-07-04
P000400,Produto P000400,Mercearia,Café/Chá,Prime+,7.56,12.77,True,2022-11-30
P000401,Produto P000401,Frios & Laticínios,Manteiga,ValeVerde,9.34,13.31,True,2023-10-22
P000402,Produto P000402,Mercearia,Massas,Prime+,9.35,12.66,True,2022-12-15
P000403,Produto P000403,Frios & Laticínios,Requeijão,ValeVerde,7.91,13.42,True,2023-09-10
P000404,Produto P000404,Bebidas,Energéticos,TopBrasil,5.51,9.27,True,2023-05-09
P000405,Produto P000405,Bebidas,Energéticos,Acme,16.95,26.46,True,2024-10-18
P000406,Produto P000406,Mercearia,Molhos,Nordic,5.98,7.73,True,2022-03-06
P000407,Produto P000407,Mercearia,Snacks,ValeVerde,12.84,20.22,True,2025-06-23
P000408,Produto P000408,Higiene,Fraldas,RioDoce,9.83,16.97,True,2022-11-26
P000409,Produto P000409,Mercearia,Snacks,Acme,6.56,9.66,True,2024-07-29
P000410,Produto P000410,Higiene,Shampoo,Prime+,6.16,9.76,True,2024-04-24
P000411,Produto P000411,Limpeza,Amaciantes,Prime+,11.03,15.56,True,2024-05-23
P000412,Produto P000412,Limpeza,Amaciantes,RioDoce,10.49,14.65,True,2025-02-19
P000413,Produto P000413,Higiene,Shampoo,Acme,9.11,15.19,True,2024-12-07
P000414,Produto P000414,Higiene,Sabonetes,Nordic,19.54,33.17,True,2022-06-02
P000415,Produto P000415,Limpeza,Detergentes,Acme,10.08,13.51,True,2024-10-21
P000416,Produto P000416,Mercearia,Molhos,RioDoce,7.01,9.42,True,2023-04-06
P000417,Produto P000417,Frios & Laticínios,Requeijão,SulMax,7.44,9.42,True,2023-09-15
P000418,Produto P000418,Bebidas,Águas,EcoVida,3.2,5.35,True,2023-02-19
P000419,Produto P000419,Higiene,Shampoo,EcoVida,5.66,8.58,True,2023-12-14
P000420,Produto P000420,Frios & Laticínios,Manteiga,Nordic,9.99,12.74,True,2023-04-19
P000421,Produto P000421,Limpeza,Amaciantes,Prime+,8.45,13.47,True,2022-08-20
P000422,Produto P000422,Mercearia,Café/Chá,RioDoce,12.47,18.37,True,2023-05-14
P000423,Produto P000423,Mercearia,Snacks,Prime+,6.83,10.94,False,2024-09-29
P000424,Produto P000424,Limpeza,Amaciantes,RioDoce,8.05,10.33,True,2024-02-28
P000425,Produto P000425,Limpeza,Detergentes,EcoVida,12.49,22.36,True,2025-01-01
P000426,Produto P000426,Higiene,Desodorantes,RioDoce,12.94,22.43,True,2022-05-08
P000427,Produto P000427,Higiene,Desodorantes,Acme,5.44,9.05,True,2022-11-28
P000428,Produto P000428,Frios & Laticínios,Queijos,Nordic,3.66,4.85,True,2024-03-12
P000429,Produto P000429,Higiene,Pasta de dente,Acme,10.32,14.64,True,2024-05-03
P000430,Produto P000430,Bebidas,Sucos,EcoVida,15.38,25.76,True,2024-01-27
P000431,Produto P000431,Bebidas,Águas,Prime+,6.09,10.27,True,2023-10-04
P000432,Produto P000432,Higiene,Fraldas,ValeVerde,7.94,12.98,False,2024-12-02
P000433,Produto P000433,Frios & Laticínios,Queijos,Nordic,13.36,22.6,True,2023-09-09
P000434,Produto P000434,Bebidas,Águas,Prime+,16.5,24.83,True,2024-05-25
P000435,Produto P000435,Limpeza,Desinfetantes,Prime+,13.04,18.22,False,2023-01-13
P000436,Produto P000436,Higiene,Pasta de dente,EcoVida,16.48,23.13,True,2025-05-31
P000437,Produto P000437,Limpeza,Lava-roupas,Acme,7.39,11.32,False,2023-08-08
P000438,Produto P000438,Bebidas,Refrigerantes,RioDoce,13.55,17.22,True,2023-12-14
P000439,Produto P000439,Frios & Laticínios,Queijos,ValeVerde,25.25,39.82,True,2024-05-24
P000440,Produto P000440,Limpeza,Desinfetantes,TopBrasil,12.9,20.36,True,2024-03-24
P000441,Produto P000441,Bebidas,Cervejas,Acme,7.03,11.17,True,2024-01-03
P000442,Produto P000442,Frios & Laticínios,Requeijão,Prime+,6.38,11.48,True,2025-04-06
P000443,Produto P000443,Limpeza,Esponjas,EcoVida,9.06,15.48,False,2025-03-23
P000444,Produto P000444,Limpeza,Amaciantes,Nordic,9.09,12.08,False,2024-10-24
P000445,Produto P000445,Limpeza,Detergentes,RioDoce,10.09,17.29,True,2024-01-28
P000446,Produto P000446,Bebidas,Refrigerantes,RioDoce,10.84,16.86,True,2022-09-01
P000447,Produto P000447,Mercearia,Café/Chá,SulMax,9.39,12.51,True,2025-02-02
P000448,Produto P000448,Mercearia,Molhos,EcoVida,33.59,50.86,True,2024-10-13
P000449,Produto P000449,Bebidas,Sucos,Prime+,19.51,30.76,True,2024-01-10
P000450,Produto P000450,Limpeza,Esponjas,Prime+,14.97,22.65,True,2024-08-11
P000451,Produto P000451,Limpeza,Amaciantes,TopBrasil,14.17,25.47,True,2023-05-06
P000452,Produto P000452,Frios & Laticínios,Manteiga,TopBrasil,5.11,8.66,True,2022-07-03
P000453,Produto P000453,Mercearia,Café/Chá,EcoVida,12.02,20.82,True,2022-06-03
P000454,Produto P000454,Limpeza,Amaciantes,SulMax,9.63,14.85,True,2024-01-24
P000455,Produto P000455,Frios & Laticínios,Manteiga,Acme,8.45,11.94,True,2023-03-19
P000456,Produto P000456,Bebidas,Sucos,RioDoce,8.93,13.28,True,2022-08-26
P000457,Produto P000457,Limpeza,Esponjas,ValeVerde,18.46,32.24,True,2022-05-08
P000458,Produto P000458,Limpeza,Detergentes,SulMax,5.88,10.55,True,2025-05-02
P000459,Produto P000459,Mercearia,Enlatados,Prime+,7.5,13.34,True,2025-06-28
P000460,Produto P000460,Frios & Laticínios,Manteiga,ValeVerde,11.37,17.54,True,2025-01-25
P000461,Produto P000461,Limpeza,Esponjas,Acme,10.71,18.6,True,2025-04-05
P000462,Produto P000462,Mercearia,Snacks,Acme,14.0,23.32,True,2025-03-12
P000463,Produto P000463,Higiene,Fraldas,Acme,12.2,17.38,False,2024-05-18
P000464,Produto P000464,Mercearia,Molhos,Acme,13.99,18.72,True,2025-05-10
P000465,Produto P000465,Mercearia,Massas,EcoVida,10.43,16.6,True,2022-05-09
P000466,Produto P000466,Mercearia,Snacks,Nordic,9.19,14.14,True,2022-04-15
P000467,Produto P000467,Mercearia,Enlatados,ValeVerde,3.28,5.47,True,2023-07-09
P000468,Produto P000468,Higiene,Desodorantes,RioDoce,19.62,33.72,True,2025-06-12
P000469,Produto P000469,Bebidas,Cervejas,EcoVida,11.65,15.26,True,2023-04-05
P000470,Produto P000470,Higiene,Sabonetes,SulMax,14.35,21.54,True,2023-04-11
P000471,Produto P000471,Frios & Laticínios,Leite,RioDoce,11.66,20.15,True,2022-06-11
P000472,Produto P000472,Mercearia,Molhos,Acme,9.49,13.8,True,2024-04-02
P000473,Produto P000473,Limpeza,Desinfetantes,Acme,10.74,16.68,True,2023-08-27
P000474,Produto P000474,Mercearia,Molhos,TopBrasil,7.71,13.81,False,2024-11-06
P000475,Produto P000475,Mercearia,Enlatados,SulMax,6.58,8.54,True,2024-07-04
P000476,Produto P000476,Higiene,Desodorantes,EcoVida,4.71,8.42,True,2023-11-19
P000477,Produto P000477,Frios & Laticínios,Leite,Prime+,19.14,26.73,True,2024-04-19
P000478,Produto P000478,Limpeza,Lava-roupas,RioDoce,8.79,15.57,True,2023-02-03
P000479,Produto P000479,Mercearia,Molhos,EcoVida,7.08,12.63,True,2025-07-27
P000480,Produto P000480,Mercearia,Molhos,ValeVerde,13.47,20.22,True,2022-08-06
P000481,Produto P000481,Mercearia,Molhos,TopBrasil,12.02,15.19,True,2023-09-17
P000482,Produto P000482,Bebidas,Sucos,EcoVida,5.81,10.11,True,2023-05-07
P000483,Produto P000483,Bebidas,Refrigerantes,EcoVida,21.75,29.76,True,2022-04-27
P000484,Produto P000484,Frios & Laticínios,Leite,RioDoce,5.65,9.81,True,2025-05-31
P000485,Produto P000485,Frios & Laticínios,Requeijão,Nordic,4.62,6.19,True,2023-10-19
P000486,Produto P000486,Mercearia,Molhos,RioDoce,5.45,8.95,True,2023-04-15
P000487,Produto P000487,Mercearia,Massas,Nordic,3.01,5.02,True,2023-06-20
P000488,Produto P000488,Bebidas,Sucos,SulMax,9.4,14.74,True,2022-05-15
P000489,Produto P000489,Bebidas,Cervejas,TopBrasil,8.96,15.84,True,2022-04-30
P000490,Produto P000490,Higiene,Sabonetes,ValeVerde,7.1,11.5,True,2023-02-01
P000491,Produto P000491,Bebidas,Cervejas,ValeVerde,11.87,17.24,True,2022-02-01
P000492,Produto P000492,Frios & Laticínios,Queijos,Prime+,4.89,8.8,True,2023-05-05
P000493,Produto P000493,Limpeza,Detergentes,Acme,10.93,16.28,True,2024-12-31
P000494,Produto P000494,Frios & Laticínios,Manteiga,EcoVida,9.59,13.16,False,2022-01-07
P000495,Produto P000495,Frios & Laticínios,Queijos,Prime+,3.14,4.33,True,2025-03-30
P000496,Produto P000496,Higiene,Fraldas,EcoVida,20.72,26.21,True,2022-04-05
P000497,Produto P000497,Mercearia,Snacks,RioDoce,5.9,9.17,True,2024-07-17
P000498,Produto P000498,Mercearia,Café/Chá,EcoVida,16.72,25.93,True,2023-05-03
P000499,Produto P000499,Mercearia,Café/Chá,SulMax,11.45,20.46,True,2024-11-05
P000500,Produto P000500,Bebidas,Sucos,RioDoce,4.57,6.08,True,2022-07-17
P000501,Produto P000501,Limpeza,Lava-roupas,RioDoce,2.44,3.68,True,2022-11-14
P000502,Produto P000502,Higiene,Desodorantes,Nordic,7.54,12.26,True,2023-11-14
P000503,Produto P000503,Limpeza,Esponjas,Acme,12.25,20.59,True,2022-01-16
P000504,Produto P000504,Limpeza,Detergentes,ValeVerde,4.48,5.79,True,2025-02-16
P000505,Produto P000505,Frios & Laticínios,Manteiga,EcoVida,6.52,9.35,True,2025-03-03
P000506,Produto P000506,Limpeza,Amaciantes,Nordic,6.41,11.0,True,2023-05-23
P000507,Produto P000507,Frios & Laticínios,Leite,RioDoce,5.75,8.58,True,2023-10-22
P000508,Produto P000508,Mercearia,Massas,Prime+,3.44,5.75,True,2024-04-11
P000509,Produto P000509,Mercearia,Molhos,SulMax,8.6,13.04,True,2025-03-08
P000510,Produto P000510,Limpeza,Amaciantes,SulMax,5.58,8.66,True,2024-10-21
P000511,Produto P000511,Higiene,Sabonetes,RioDoce,12.23,20.23,True,2024-01-19
P000512,Produto P000512,Mercearia,Enlatados,RioDoce,15.77,22.06,True,2023-10-27
P000513,Produto P000513,Bebidas,Refrigerantes,RioDoce,16.76,28.06,True,2022-10-10
P000514,Produto P000514,Higiene,Sabonetes,ValeVerde,6.29,9.44,True,2022-01-10
P000515,Produto P000515,Limpeza,Amaciantes,Prime+,11.12,15.47,True,2023-04-15
P000516,Produto P000516,Mercearia,Snacks,Prime+,8.89,15.91,True,2025-02-28
P000517,Produto P000517,Mercearia,Enlatados,TopBrasil,9.01,14.01,True,2023-01-16
P000518,Produto P000518,Frios & Laticínios,Manteiga,RioDoce,11.37,17.58,True,2024-05-06
P000519,Produto P000519,Higiene,Pasta de dente,Prime+,5.81,9.38,True,2022-10-09
P000520,Produto P000520,Mercearia,Snacks,Nordic,6.28,8.51,True,2023-10-16
P000521,Produto P000521,Mercearia,Massas,TopBrasil,3.45,4.73,True,2022-12-26
P000522,Produto P000522,Higiene,Desodorantes,Prime+,13.27,18.06,True,2024-09-25
P000523,Produto P000523,Limpeza,Desinfetantes,RioDoce,10.39,14.7,True,2025-02-03
P000524,Produto P000524,Higiene,Desodorantes,RioDoce,3.59,6.39,False,2024-09-21
P000525,Produto P000525,Mercearia,Molhos,ValeVerde,11.05,14.41,True,2023-03-19
P000526,Produto P000526,Higiene,Sabonetes,Nordic,11.86,18.01,True,2024-06-10
P000527,Produto P000527,Bebidas,Águas,Acme,9.38,14.59,True,2022-11-01
P000528,Produto P000528,Frios & Laticínios,Requeijão,ValeVerde,13.48,19.17,True,2022-01-03
P000529,Produto P000529,Mercearia,Massas,TopBrasil,6.51,11.31,True,2022-07-21
P000530,Produto P000530,Bebidas,Refrigerantes,RioDoce,6.33,9.98,True,2025-03-29
P000531,Produto P000531,Bebidas,Águas,Acme,4.32,7.19,True,2022-10-13
P000532,Produto P000532,Limpeza,Lava-roupas,Nordic,13.99,24.98,True,2023-12-16
P000533,Produto P000533,Limpeza,Detergentes,RioDoce,3.68,6.1,True,2024-01-27
P000534,Produto P000534,Bebidas,Refrigerantes,SulMax,5.72,8.68,True,2023-07-10
P000535,Produto P000535,Higiene,Pasta de dente,TopBrasil,8.4,12.47,True,2023-05-25
P000536,Produto P000536,Limpeza,Desinfetantes,Nordic,12.31,15.53,True,2022-08-15
P000537,Produto P000537,Mercearia,Molhos,Nordic,10.11,13.49,False,2024-01-09
P000538,Produto P000538,Mercearia,Enlatados,EcoVida,4.65,5.95,True,2024-12-14
P000539,Produto P000539,Mercearia,Café/Chá,TopBrasil,10.92,16.86,True,2024-06-16
P000540,Produto P000540,Bebidas,Refrigerantes,RioDoce,8.63,15.33,True,2023-12-11
P000541,Produto P000541,Higiene,Desodorantes,Acme,8.31,11.22,True,2022-10-18
P000542,Produto P000542,Mercearia,Enlatados,Nordic,5.21,7.97,True,2023-12-19
P000543,Produto P000543,Bebidas,Refrigerantes,Nordic,10.73,14.13,True,2023-07-27
P000544,Produto P000544,Mercearia,Café/Chá,EcoVida,5.73,8.91,True,2023-02-17
P000545,Produto P000545,Bebidas,Energéticos,TopBrasil,5.89,7.52,True,2025-02-03
P000546,Produto P000546,Limpeza,Lava-roupas,RioDoce,12.13,21.66,True,2023-02-04
P000547,Produto P000547,Bebidas,Energéticos,Prime+,5.33,8.58,True,2023-11-03
P000548,Produto P000548,Bebidas,Sucos,ValeVerde,6.52,11.73,True,2024-02-10
P000549,Produto P000549,Higiene,Sabonetes,Prime+,5.4,9.7,True,2022-08-20
P000550,Produto P000550,Bebidas,Sucos,SulMax,7.57,11.9,True,2023-10-01
P000551,Produto P000551,Limpeza,Esponjas,ValeVerde,5.86,10.16,False,2023-05-05
P000552,Produto P000552,Bebidas,Sucos,Acme,9.73,17.48,True,2023-07-15
P000553,Produto P000553,Limpeza,Desinfetantes,Nordic,10.49,17.06,False,2022-02-19
P000554,Produto P000554,Frios & Laticínios,Manteiga,Prime+,6.84,10.36,True,2025-03-18
P000555,Produto P000555,Mercearia,Molhos,SulMax,3.16,4.62,True,2023-11-15
P000556,Produto P000556,Mercearia,Molhos,ValeVerde,9.76,12.45,False,2023-03-14
P000557,Produto P000557,Mercearia,Enlatados,Acme,10.86,15.04,True,2022-10-17
P000558,Produto P000558,Bebidas,Refrigerantes,Nordic,15.32,25.69,True,2022-11-21
P000559,Produto P000559,Limpeza,Detergentes,EcoVida,9.9,17.57,True,2024-04-14
P000560,Produto P000560,Higiene,Desodorantes,Prime+,6.29,10.86,True,2022-02-19
P000561,Produto P000561,Higiene,Fraldas,TopBrasil,4.42,6.41,True,2025-02-28
P000562,Produto P000562,Frios & Laticínios,Leite,SulMax,15.25,22.24,True,2022-01-26
P000563,Produto P000563,Frios & Laticínios,Iogurtes,RioDoce,9.43,15.58,False,2022-06-22
P000564,Produto P000564,Higiene,Desodorantes,SulMax,11.79,19.91,True,2024-10-15
P000565,Produto P000565,Higiene,Fraldas,Acme,8.61,15.01,True,2024-05-23
P000566,Produto P000566,Mercearia,Snacks,ValeVerde,10.7,16.55,True,2023-07-05
P000567,Produto P000567,Frios & Laticínios,Iogurtes,Nordic,5.44,7.03,True,2022-09-20
P000568,Produto P000568,Mercearia,Enlatados,Acme,3.95,6.41,True,2024-07-14
P000569,Produto P000569,Mercearia,Café/Chá,RioDoce,2.79,3.63,True,2023-07-31
P000570,Produto P000570,Frios & Laticínios,Iogurtes,SulMax,8.66,15.07,True,2024-05-15
P000571,Produto P000571,Limpeza,Esponjas,ValeVerde,6.67,11.9,True,2025-02-12
P000572,Produto P000572,Frios & Laticínios,Manteiga,TopBrasil,13.96,18.38,True,2025-07-03
P000573,Produto P000573,Limpeza,Esponjas,ValeVerde,6.12,8.76,True,2022-06-11
P000574,Produto P000574,Higiene,Desodorantes,Nordic,5.24,9.18,True,2023-09-19
P000575,Produto P000575,Bebidas,Sucos,SulMax,3.15,5.2,False,2023-02-06
P000576,Produto P000576,Mercearia,Massas,Prime+,12.28,19.04,True,2023-05-29
P000577,Produto P000577,Bebidas,Refrigerantes,Acme,5.57,7.25,True,2024-12-20
P000578,Produto P000578,Bebidas,Energéticos,Prime+,8.13,13.27,True,2025-06-10
P000579,Produto P000579,Mercearia,Molhos,TopBrasil,7.48,9.62,True,2025-07-24
P000580,Produto P000580,Frios & Laticínios,Iogurtes,ValeVerde,6.79,9.03,True,2024-09-13
P000581,Produto P000581,Mercearia,Snacks,Acme,13.57,24.18,True,2024-04-22
P000582,Produto P000582,Bebidas,Refrigerantes,ValeVerde,4.32,6.94,True,2024-02-05
P000583,Produto P000583,Limpeza,Esponjas,Prime+,16.33,27.16,True,2024-05-26
P000584,Produto P000584,Mercearia,Café/Chá,RioDoce,11.52,18.57,True,2023-02-26
P000585,Produto P000585,Bebidas,Refrigerantes,ValeVerde,5.05,7.09,True,2024-12-20
P000586,Produto P000586,Bebidas,Refrigerantes,Nordic,6.82,10.91,True,2023-11-23
P000587,Produto P000587,Bebidas,Refrigerantes,Nordic,8.06,13.55,True,2024-01-02
P000588,Produto P000588,Mercearia,Molhos,TopBrasil,12.89,18.77,True,2023-11-01
P000589,Produto P000589,Bebidas,Águas,RioDoce,8.81,13.71,True,2022-03-13
P000590,Produto P000590,Limpeza,Amaciantes,Nordic,3.71,6.04,True,2024-11-15
P000591,Produto P000591,Higiene,Sabonetes,Acme,14.3,23.9,True,2023-06-14
P000592,Produto P000592,Bebidas,Refrigerantes,SulMax,4.43,7.03,True,2022-10-17
P000593,Produto P000593,Mercearia,Café/Chá,TopBrasil,29.76,44.29,True,2025-06-08
P000594,Produto P000594,Bebidas,Águas,EcoVida,12.61,15.84,True,2025-01-29
P000595,Produto P000595,Frios & Laticínios,Requeijão,Prime+,4.9,6.81,True,2023-10-07
P000596,Produto P000596,Higiene,Shampoo,TopBrasil,10.84,15.87,True,2024-01-10
P000597,Produto P000597,Mercearia,Enlatados,Nordic,10.23,15.75,True,2023-02-15
P000598,Produto P000598,Bebidas,Cervejas,Acme,15.1,19.99,True,2024-07-23
P000599,Produto P000599,Bebidas,Energéticos,Prime+,11.99,20.76,True,2025-03-22
P000600,Produto P000600,Higiene,Pasta de dente,ValeVerde,13.07,18.67,True,2022-10-07
P000601,Produto P000601,Bebidas,Sucos,Nordic,6.22,9.04,True,2023-02-26
P000602,Produto P000602,Higiene,Shampoo,TopBrasil,5.82,8.17,True,2023-06-30
